1,-1,487.73,208.8,103.76999999999998,63.21999999999997,1,1,1.0
1,1,121.4,335.5,136.93999999999997,57.379999999999995,1,1,1.0
1,2,731.32,261.38,74.21999999999991,45.55000000000001,1,1,1.0
1,3,208.42,248.73,96.99000000000004,43.859999999999985,1,1,1.0
2,1,97.78,339.3,136.94,57.379999999999995,1,1,1.0
2,2,717.83,262.23,74.21999999999991,45.539999999999964,1,1,1.0
2,3,208.42,248.77,96.99000000000004,43.819999999999965,1,1,1.0
3,1,74.17,343.09,136.94,57.38000000000005,1,1,1.0
3,2,704.62,264.48,74.21000000000004,45.539999999999964,1,1,1.0
3,3,208.42,248.8,96.99000000000004,43.789999999999964,1,1,1.0
4,1,48.88,344.35,139.88,60.789999999999964,1,1,1.0
4,2,691.4,266.73,74.22000000000003,45.539999999999964,1,1,1.0
4,3,208.42,248.83,96.99000000000004,43.75999999999996,1,1,1.0
5,1,23.6,345.6,142.81,64.19999999999999,1,1,1.0
5,2,678.19,268.97,74.21999999999991,45.549999999999955,1,1,1.0
5,3,208.42,248.87,96.99000000000004,43.71999999999997,1,1,1.0
6,1,0.83,353.19,142.80999999999997,64.19999999999999,1,1,1.0
6,2,665.54,271.5,75.47000000000003,45.55000000000001,1,1,1.0
6,3,208.42,248.9,96.99000000000004,43.68999999999997,1,1,1.0
7,1,0.83,352.3,120.87,72.68,1,1,1.0
7,2,652.89,274.03,76.72000000000003,45.55000000000001,1,1,1.0
7,3,208.42,248.94,96.99000000000004,43.64999999999998,1,1,1.0
8,1,0.83,352.3,100.62,72.68,1,1,1.0
8,2,638.97,278.25,76.73000000000002,45.54000000000002,1,1,1.0
8,3,208.42,248.97,96.99000000000004,43.619999999999976,1,1,1.0
9,1,0.83,352.3,80.37,72.68,1,1,1.0
9,2,625.05,282.47,76.73000000000002,45.539999999999964,1,1,1.0
9,3,208.42,249.0,96.99000000000004,43.589999999999975,1,1,1.0
10,1,0.83,352.3,52.57,72.68,1,1,1.0
10,2,608.19,284.15,76.71999999999991,45.55000000000001,1,1,1.0
10,3,208.42,249.04,96.99000000000004,43.54999999999998,1,1,1.0
11,2,591.04,285.56,81.24000000000001,45.54000000000002,1,1,1.0
11,3,208.42,249.07,96.99000000000004,43.51999999999998,1,1,1.0
12,2,573.89,286.96,85.75,45.55000000000001,1,1,1.0
12,3,208.42,249.1,96.99000000000004,43.48999999999998,1,1,1.0
13,2,556.74,288.37,90.25999999999999,45.54000000000002,1,1,1.0
13,3,208.42,249.14,96.99000000000004,43.44999999999999,1,1,1.0
14,2,543.24,290.48,90.26999999999998,45.539999999999964,1,1,1.0
14,3,208.42,249.17,96.99000000000004,43.41999999999999,1,1,1.0
15,2,529.75,292.59,90.25999999999999,45.54000000000002,1,1,1.0
15,3,208.42,249.2,96.99000000000004,43.389999999999986,1,1,1.0
16,2,510.35,296.8,90.25999999999999,45.55000000000001,1,1,1.0
16,3,208.42,249.24,96.99000000000004,43.349999999999966,1,1,1.0
17,2,490.53,299.33,95.77999999999997,45.55000000000001,1,1,1.0
17,3,208.42,249.27,96.99000000000004,43.319999999999965,1,1,1.0
18,2,470.71,301.86,101.29000000000002,45.55000000000001,1,1,1.0
18,3,208.42,249.31,96.99000000000004,43.27999999999997,1,1,1.0
19,2,456.36,304.39,99.63999999999999,47.210000000000036,1,1,1.0
19,3,208.42,249.34,96.99000000000004,43.24999999999997,1,1,1.0
20,2,442.0,306.92,98.0,48.879999999999995,1,1,1.0
20,3,208.42,249.37,96.99000000000004,43.21999999999997,1,1,1.0
21,2,425.55,309.01,97.99999999999994,50.59000000000003,1,1,1.0
21,3,208.42,249.41,96.99000000000004,43.17999999999998,1,1,1.0
22,2,409.11,311.1,98.0,52.299999999999955,1,1,1.0
22,3,208.42,249.44,96.99000000000004,43.14999999999998,1,1,1.0
23,2,389.44,314.47,101.36000000000001,53.42999999999995,1,1,1.0
23,3,208.42,249.47,96.99000000000004,43.119999999999976,1,1,1.0
24,2,369.77,317.85,104.73000000000002,54.549999999999955,1,1,1.0
24,3,208.42,249.51,96.99000000000004,43.079999999999984,1,1,1.0
25,2,350.1,321.22,108.09999999999997,55.67999999999995,1,1,1.0
25,3,208.42,249.54,96.99000000000004,43.04999999999998,1,1,1.0
26,2,329.86,323.75,108.09999999999997,55.68000000000001,1,1,1.0
26,3,208.42,249.57,96.99000000000004,43.01999999999998,1,1,1.0
27,2,309.62,326.28,108.10000000000002,55.68000000000001,1,1,1.0
27,3,208.42,249.61,96.99000000000004,42.97999999999996,1,1,1.0
28,2,288.11,330.5,113.14999999999998,57.77999999999997,1,1,1.0
28,3,208.42,249.64,96.99000000000004,42.94999999999999,1,1,1.0
29,2,266.6,334.72,118.19999999999999,59.879999999999995,1,1,1.0
29,3,208.42,249.68,96.99000000000004,42.90999999999997,1,1,1.0
30,2,247.2,340.62,118.19999999999999,59.879999999999995,1,1,1.0
30,3,208.42,249.71,96.99000000000004,42.87999999999997,1,1,1.0
31,2,223.59,344.84,124.10999999999999,59.88000000000005,1,1,1.0
31,3,208.42,249.74,96.99000000000004,42.849999999999966,1,1,1.0
32,2,199.97,349.05,130.03,59.889999999999986,1,1,1.0
32,3,208.42,249.78,96.99000000000004,42.809999999999974,1,1,1.0
33,2,175.09,349.88,133.80999999999997,64.13999999999999,1,1,1.0
33,3,208.42,249.81,96.99000000000004,42.77999999999997,1,1,1.0
34,2,150.21,350.7,137.59,68.40000000000003,1,1,1.0
34,3,208.42,249.84,96.99000000000004,42.74999999999997,1,1,1.0
35,2,125.76,357.05,140.09000000000003,68.80000000000001,1,1,1.0
35,3,208.42,249.88,96.99000000000004,42.70999999999998,1,1,1.0
36,2,101.3,363.4,142.60000000000002,69.19,1,1,1.0
36,3,208.42,249.91,96.99000000000004,42.67999999999998,1,1,1.0
37,2,74.03,366.77,148.24,70.04000000000002,1,1,1.0
37,3,208.42,249.94,96.99000000000004,42.64999999999998,1,1,1.0
38,2,46.76,370.13,153.87,70.89999999999998,1,1,1.0
38,3,208.42,249.98,96.99000000000004,42.609999999999985,1,1,1.0
39,2,19.49,373.5,159.51,71.74000000000001,1,1,1.0
39,3,208.42,250.01,96.99000000000004,42.579999999999984,1,1,1.0
40,2,0.0,382.5,152.6,71.74000000000001,1,1,1.0
40,3,208.42,250.05,96.99000000000004,42.539999999999964,1,1,1.0
41,2,1.73,386.43,129.07000000000002,71.74000000000001,1,1,1.0
41,3,208.42,250.08,96.99000000000004,42.50999999999996,1,1,1.0
42,2,3.46,390.37,101.34,71.74000000000001,1,1,1.0
42,3,208.42,250.11,96.99000000000004,42.47999999999996,1,1,1.0
43,2,3.46,390.37,78.54,71.74000000000001,1,1,1.0
43,3,208.42,250.15,96.99000000000004,42.43999999999997,1,1,1.0
44,2,3.46,390.37,52.44,71.74000000000001,1,1,1.0
44,3,208.42,250.18,96.99000000000004,42.40999999999997,1,1,1.0
45,3,208.42,250.21,96.99000000000004,42.37999999999997,1,1,1.0
46,3,208.42,250.25,96.99000000000004,42.339999999999975,1,1,1.0
47,3,208.42,250.28,96.99000000000004,42.309999999999974,1,1,1.0
48,3,208.42,250.31,96.99000000000004,42.27999999999997,1,1,1.0
49,3,208.42,250.35,96.99000000000004,42.23999999999998,1,1,1.0
50,3,208.42,250.38,96.99000000000004,42.20999999999998,1,1,1.0
51,3,208.42,250.42,96.99000000000004,42.16999999999999,1,1,1.0
52,3,208.42,250.45,96.99000000000004,42.139999999999986,1,1,1.0
52,4,941.33,220.06,18.66999999999996,66.63,1,1,1.0
53,3,208.42,250.48,96.99000000000004,42.109999999999985,1,1,1.0
53,4,938.6,222.58,21.399999999999977,64.10999999999999,1,1,1.0
